"","KID","API_NUMBER","API_NUM_NODASH","LEASE","WELL","FIELD","LATITUDE","LONGITUDE","LONG_LAT_SOURCE","TOWNSHIP","TWN_DIR","RANGE","RANGE_DIR","SECTION","SPOT","FEET_NORTH","FEET_EAST","FOOT_REF","ORIG_OPERATOR","CURR_OPERATOR","ELEVATION","ELEV_REF","DEPTH","PRODUCE_FORM","IP_OIL","IP_GAS","IP_WATER","PERMIT","SPUD","COMPLETION","PLUGGING","MODIFIED","OIL_KID","OIL_DOR_ID","GAS_KID","GAS_DOR_ID","KCC_DOCKET","STATUS","STATUS2","COMMENTS","permit_as_date","spud_as_date","completion_as_date","plugging_as_date","modified_as_date"
"36170",1001317568,"15-185-01673",15185016730000,"WILLCUT 'B'","1","UNKNOWN",38.2491965,-98.7510458,"Calc. from footages",21,"S",13,"W",4,"C  NW SE SE",990,-990,"SE","BODINE/FAULKNER ETAL","unavailable",1883," DF",3413,"",NA,NA,NA,"","05-JUL-1941","25-JUL-1941","13-MAY-1958","20-OCT-2017",NA,NA,NA,NA,"","OIL-P&A","Plugged and Abandoned","APPLEGATE SWD 7 in 1953 by H G KAISER",NA,1941-07-05,1941-07-25,1958-05-13,2017-10-20
"36997",1001318847,"15-185-12493",15185124930000,"Fischer 'D'","1","DRACH",38.150694,-98.6571658,"From GPS",22,"S",12,"W",8,"C  NE NE SE",2313,-314,"SE","Atlantic Refining Co.","American Warrior, Inc.",1875," KB",4120,"",NA,NA,NA,"","11-JUL-1949","05-AUG-1949","","11-MAY-2018",NA,NA,NA,NA,"D02193.0","SWD","Authorized Injection Well","Well history shows well originally drilled as an oil well. Then deepened several months later and completed as a SWD. KGS-W, MTD, 05/11/2018",NA,1949-07-11,1949-08-05,NA,2018-05-11
"37907",1001320394,"15-185-31790",15185317900000,"Johnson, Cleo","10","ZENITH-PEACE CREEK",37.9596482,-98.4752938,"Calc. from footages",24,"S",11,"W",13,"C  SW NE SE",1650,-990,"SE","E. H. Moore, Inc.","unavailable",1796," DF",3814,"",NA,NA,NA,"","01-JAN-1939","23-JAN-1939","","29-AUG-2018",1001136025,122803,NA,NA,"","OIL","","Original depth 3814; deepened 8-26-1939 to 10-16-1939 as disposal well.",NA,1939-01-01,1939-01-23,NA,2018-08-29
"39515",1001328866,"15-191-01456",15191014560000,"Wethington","1","WALTA",37.1539341,-97.6917099,"Calc. from footages",33,"S",3,"W",30,"C  NW NW NW",4950,-4950,"SE","Dorset Co.","unavailable",1239," KB",4518,"",NA,NA,NA,"","07-NOV-1959","25-NOV-1959","","12-SEP-2014",NA,NA,NA,NA,"","D&A","Converted to SWD Well","May have been used as SWD.",NA,1959-11-07,1959-11-25,NA,2014-09-12
"41432",1002876875,"15-113-00023",15113000230000,"FEE","1","UNKNOWN",38.3686683,-97.7816123,"Calc. from footages",19,"S",4,"W",29,"  NW NE SE",2310,-1280,"SE","NATIONAL COOP REFINERY","unavailable",1527," GL",4225,"",NA,NA,NA,"","22-MAY-1952","02-JUL-1952","","04-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","Well Drilled","Changed status from SWD to Class 1 per KDHE records (DRL 5-4-2012)",NA,1952-05-22,1952-07-02,NA,2012-05-04
"41629",1002877092,"15-113-20071",15113200710000,"WILLIAMS CONWAY EAST","1","UNKNOWN",38.36322,-97.773728,"Calc. from quarter calls",19,"S",4,"W",28,"  SE SW SW",NA,NA,"","SECURITY UNDERGROUND STORAGE","unavailable",1520," KB",4380,"",NA,NA,NA,"","28-JUN-1969","07-AUG-1969","","20-FEB-2018",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","Well Drilled","Class 1 disposal well authorized under KDHE. was SECURITY UNDERGROUND STORAGE 1, was Riddell 1.  Williams Conway 1 and Security Underground 1 records merged 2014-11-10 per operator (DLS-DRL)",NA,1969-06-28,1969-08-07,NA,2018-02-20
"41666",1002877131,"15-113-20119",15113201190000,"MIDWEST UNDERGROUND STORAGE FEE","1","UNKNOWN",38.3732373,-97.7910151,"Calc. from footages",19,"S",4,"W",29,"  S2 N2 NW",-1250,1300,"NW","MIDWEST UNDERGROUND","unavailable",1529," KB",4308,"",NA,NA,NA,"","04-AUG-1970","26-AUG-1970","","04-MAY-2012",NA,NA,NA,NA,"","SWD","Well Drilled","Possible Class I Injection well (DRL 5-4-2012)",NA,1970-08-04,1970-08-26,NA,2012-05-04
"41710",1002877176,"15-113-20174",15113201740000,"WILLIAMS CONWAY EAST","2","UNKNOWN",38.3650199,-97.7737231,"Calc. from quarter calls",19,"S",4,"W",28,"  NE SW SW",NA,NA,"","SECURITY UNDERGROUND STORAGE CO","unavailable",1520," KB",4371,"",NA,NA,NA,"","06-MAY-1972","17-MAY-1972","","10-NOV-2014",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Class 1 injection well under authority of KDHE. was SECURITY UNDERGROUND STORAGE 2. Williams Conway 2 and Security Underground 2 wells merged 2014-11-10 per operator (DLS-DRL)",NA,1972-05-06,1972-05-17,NA,2014-11-10
"49923",1002885737,"15-007-01041-0002",15007010410002,"Swayden","1","WHELAN",37.2966568,-98.5629059,"Calc. from footages",32,"S",11,"W",6,"  NW NE NW",4950,-3630,"SE","Kenneth S. White","White, Kenneth S.",1502," KB",4647,"Snyderville and Lansing SWD",NA,200,200,"22-JUN-1994","01-JUL-1996","04-JUL-1996","","20-JUL-2012",NA,NA,NA,NA,"","O&G","","Other API 15-007-01699-0002. Dual completion Gas from Snyderville and disposal in Lansing. Two workovers in 1996.  Numbering confusing as OWWO in 1994 not given OWWO code.",1994-06-22,1996-07-01,1996-07-04,NA,2012-07-20
"49929",1002885746,"15-007-10004",15007100040000,"Boggs 'A'","2","Medicine Lodge-Boggs",37.1828012,-98.6443557,"Calc. from footages",33,"S",12,"W",8,"  SW SE SE",330,-990,"SE","Skelly Oil Co.","unavailable",1531," KB",4970,"",NA,NA,NA,"","20-SEP-1947","27-OCT-1947","","28-MAY-2014",NA,NA,NA,NA,"","GAS","Converted to SWD Well","DEEPENED FOR SWD AS #24 'C' BOGGS. (CUTTINGS WELL_ID=125350)",NA,1947-09-20,1947-10-27,NA,2014-05-28
"50138",1002886003,"15-007-30193",15007301930000,"Gilmore-Chapin","1","Rhodes",37.1545807,-98.5592841,"Calc. from footages",33,"S",11,"W",19,"  E2 SE SW",660,-2970,"SE","Bowers Drilling Co., Inc.","Bowers Drilling Co., Inc.",1430," KB",4627,"",50,NA,0,"","21-JAN-1965","04-FEB-1965","01-AUG-1988","19-SEP-2014",1001157700,NA,NA,NA,"","OIL-P&A","Converted to EOR Well","SWD conversion later?",NA,1965-01-21,1965-02-04,1988-08-01,2014-09-19
"50859",1002886812,"15-009-06399",15009063990000,"STAATZ","3","KRAFT-PRUSA",38.5481083,-98.5132876,"Calc. from footages",17,"S",11,"W",26,"  SE NW NW",4290,-4290,"SE","Morris Sitrin","Phillips, Velma B.",1856," KB",3356,"",NA,NA,NA,"","27-OCT-1952","05-NOV-1952","01-SEP-1983","24-MAY-2017",NA,NA,NA,NA,"","D&A","Approved for Plugging - CP-1 Received","Completion report TD is 3327, may have been worked over to SWD (DRL- KGS 5-24-2017)",NA,1952-10-27,1952-11-05,1983-09-01,2017-05-24
"50931",1002886926,"15-009-14904",15009149040000,"RHEM SWD UNIT","1","LANTERMAN",38.3890553,-98.5297814,"Calc. from quarter calls",19,"S",11,"W",22,"  W2 NE NW",NA,NA,"","Lario Oil and Gas Co.","unavailable",1781," DF",3791,"",NA,NA,NA,"","01-JAN-1956","19-DEC-1956","","25-JUN-1997",NA,NA,NA,NA,"","INJ","","SALT WATER DISPOSAL UNIT (CUTTINGS WELL_ID=74300)",NA,1956-01-01,1956-12-19,NA,1997-06-25
"54411",1002891193,"15-015-21221",15015212210000,"RALSTON","3","AUGUSTA",37.6187793,-97.0103525,"Calc. from footages",28,"S",4,"E",17,"  S2 SW SW",4400,-660,"SE","SMITHERMAN O&G","Langston Oil & Gas LLC",1207," GL",2950,"",NA,NA,NA,"","25-JUL-1978","25-AUG-1978","04-OCT-1996","27-AUG-2013",1001125380,112161,NA,NA,"","OIL-P&A","Plugged and Abandoned","E-log marked as Rolston SWD no. 3 (DRL 06-05-07)",NA,1978-07-25,1978-08-25,1996-10-04,2013-08-27
"60564",1002897521,"15-023-00022",15023000220000,"DAVID WILKENS","1","UNKNOWN",39.9504226,-101.4783028,"Calc. from footages",1,"S",37,"W",21,"C   NE SW",1980,-3300,"SE","NELSON & MERY","unavailable",3285," KB",5080,"",NA,NA,NA,"18-JUN-1959","06-JUL-1959","19-JUL-1959","19-JUL-1959","18-AUG-2004",NA,NA,NA,NA,"","D&A","Plugged and Abandoned","The cuttings are in boxes 38896 and 38897.  Duplicate samples were in boxes 19702 and 19706 but the Wichita Well Sample Library will dispose of those.  Those box numbers will be reused. MCM 8-18-04",1959-06-18,1959-07-06,1959-07-19,1959-07-19,2004-08-18
"62025",1002899082,"15-033-10021",15033100210000,"Nielsen Unit","1","GLICK",37.3801195,-99.1150216,"Calc. from footages",31,"S",17,"W",1,"C    NE",3960,-1320,"SE","Humble Oil and Refining Co.","American Warrior, Inc.",2056," KB",5025,"Mississippian",NA,5000,NA,"","08-APR-1962","25-APR-1962","12-JUL-1991","04-MAR-2015",NA,NA,1001143177,204465,"","OTHER-P&A(OIL&GAS-INJ)","Plugged and Abandoned","SWD in Chase and Council Grove",NA,1962-04-08,1962-04-25,1991-07-12,2015-03-04
"63810",1002901058,"15-035-01765",15035017650000,"STRAT (MADDIX 6)","7","MADDIX NORTH",37.187352,-96.8603087,"Calc. from footages",33,"S",5,"E",11," NW SW SW SW",485,-5217,"SE","CARTER OIL","unavailable",1219," GL",3135,"",NA,NA,NA,"","02-MAR-1940","26-MAR-1940","","30-DEC-2013",1001110073,103138,NA,NA,"","OTHER(STRAT)","Converted to SWD Well","Footages changed from 250 fsl 200 fwl to 485 fsl 5217 fel per KCC 2nd OWWO location.  Range Oil re-entered strat well in 1978 changed to SWD (DRL 12-2-2013)",NA,1940-03-02,1940-03-26,NA,2013-12-30
"64301",1002901609,"15-035-02325",15035023250000,"WALDSCHMIDT","3","CABIN VALLEY",37.11074,-96.80258,"From GPS",34,"S",6,"E",8,"  SE NW NW",4203,-4499,"SE","","AAS Oil Co., Inc.",1203," DF",1304,"",NA,NA,NA,"","04-MAR-1957","13-MAR-1957","","16-MAR-2015",1001108961,102041,NA,NA,"D05501.0","SWD","Authorized Injection Well","THIS IS A SALT WATER DISPOSAL WELL-SHALLOW DRL.1ST (CUTTINGS WELL_ID=19211)",NA,1957-03-04,1957-03-13,NA,2015-03-16
"67900",1002905678,"15-035-24057",15035240570000,"Drake 'A'","1","EASTMAN EAST",37.3756927,-96.7753982,"Calc. from footages",31,"S",6,"E",4,"  SE SW SE",522,-1528,"SE","Wiley R. Ash, Sr.","Bullseye Petroleum, Inc.",1341," KB",3290,"",5.5,NA,300,"06-OCT-1994","09-OCT-1994","12-DEC-1994","23-MAY-2007","04-NOV-2009",1001142547,133065,NA,NA,"","OIL-P&A","Plugged and Abandoned","ACO-1 has note says converted to SWDW",1994-10-06,1994-10-09,1994-12-12,2007-05-23,2009-11-04
"70412",1002908435,"15-049-20769",15049207690000,"R. E. WILLIAMS","1","WEBB",37.3745454,-96.2844381,"Calc. from quarter calls",31,"S",10,"E",2,"  SW SE SW",NA,NA,"","SHELL OIL","unavailable",1065," KB",2054,"",NA,NA,NA,"","26-JUN-1980","30-JUN-1980","01-AUG-1981","26-JUN-2014",1001140270,129725,NA,NA,"","SWD","Approved Intent to Drill","status changed from D&A to SWDW per C-10 (DRL 6-26-2014)",NA,1980-06-26,1980-06-30,1981-08-01,2014-06-26
"71870",1002909985,"15-051-00816",15051008160000,"Furthmeyer","1","Unnamed",38.9932122,-99.3614216,"Calc. from footages",12,"S",18,"W",19,"  NW NW NW",2310,-2310,"SE","Strata Drilling Co.","unavailable",2173," KB",3835,"",NA,NA,NA,"","17-MAY-1956","29-MAY-1956","31-MAY-1956","27-MAR-2009",NA,NA,NA,NA,"","D&A","Plugged and Abandoned","elog mismarked Crathorne 1 SWD - RME 3/28/2001",NA,1956-05-17,1956-05-29,1956-05-31,2009-03-27
"72725",1002911027,"15-051-01716",15051017160000,"HENDERSON G","1","Bemis-Shutts",39.0733743,-99.314183,"Calc. from footages",11,"S",18,"W",27,"  NW NW NW",5027,-5035,"SE","MORGENSTERN & SPECTER","unavailable",1984," KB",3526,"",3732,NA,0,"","22-FEB-1948","18-MAR-1948","17-MAR-1960","21-JUN-2012",1001117469,108016,NA,NA,"","OIL-P&A","Plugged and Abandoned","Mercury elogs read location as NW/4 & SWD - LH 7-27-2000",NA,1948-02-22,1948-03-18,1960-03-17,2012-06-21
"73460",1002911925,"15-053-01284",15053012840000,"MARIE ZINK","6","BLOOMER",38.5272778,-98.4569349,"Calc. from footages",17,"S",10,"W",32,"  NW NE SW",1980,-3960,"SE","MAGNOLIA PETROLEUM CORP.","American Warrior, Inc.",1777," KB",3228,"",NA,NA,NA,"","01-JAN-1954","22-SEP-1954","28-DEC-1988","21-MAR-2014",1001110939,103225,NA,NA,"","OIL-P&A","Plugged and Abandoned","SWDW (CUTTINGS WELL_ID=63446)",NA,1954-01-01,1954-09-22,1988-12-28,2014-03-21
"77759",1002916573,"15-073-20513-0001",15073205130001,"JENKINS","2","UTOPIA",37.8689733,-96.1900847,"Calc. from quarter calls",25,"S",11,"E",15,"  SW SE SW",NA,NA,"","PURKEYPILE DOYLE","unavailable",1130," GL",1742,"",NA,NA,NA,"","02-JAN-1970","12-JAN-1970","31-JAN-1970","02-APR-2007",1001109408,102479,NA,NA,"","D&A","","Was Doyle Purkeypile  #2 Jenkins. Redrilled for SWDW in 4-14-1970.",NA,1970-01-02,1970-01-12,1970-01-31,2007-04-02
"77932",1002916754,"15-073-20699",15073206990000,"SHADEL","2-A","VIRGIL NORTH",38.0411412,-95.959939,"Calc. from footages",23,"S",13,"E",15,"  SE SE SE",330,-330,"SE","FRENCH & WINTERSCHEID INC.","unavailable",1198," KB",2188,"",NA,NA,NA,"","02-DEC-1971","12-DEC-1971","","23-FEB-2016",1001109458,102529,NA,NA,"","OIL","Converted to SWD Well","OWWO as SWD by CROSS",NA,1971-12-02,1971-12-12,NA,2016-02-23
"78035",1002916859,"15-073-20812",15073208120000,"ANNA SCHWAB et al","1","UNKNOWN",37.8815847,-96.1763813,"Calc. from quarter calls",25,"S",11,"E",14,"  NW NW NW",NA,NA,"SE","COX WAYNE D","Cox, Wayne D.",1061," GL",1728,"",NA,NA,NA,"","11-APR-1974","24-OCT-1974","30-APR-1974","18-JUN-2010",1001110032,103097,NA,NA,"","SWD-P&A","Plugged and Abandoned","Footages 2970 FSL 990 FEL removed from well record, C-10 and completion cards place well in NW NW NW. Well was completed D&A 4-13-1974, re-entered 7-25-1974, wash down, completed 10-24-1974 as SWDW (DS-DRL 6-18-2010)",NA,1974-04-11,1974-10-24,1974-04-30,2010-06-18
"78143",1002916970,"15-073-20935",15073209350000,"LINDAMOOD","1","UNKNOWN",37.797851,-96.0804583,"Calc. from footages",26,"S",12,"E",10,"  SE NE SW",1440,-2960,"SE","TRUE ASHLOCK","unavailable",1100," GL",2024,"",NA,NA,NA,"","23-JUL-1975","04-MAR-1976","","16-APR-2010",NA,NA,NA,NA,"","GAS","Well Drilled","Very limited documentation for this well. One completion card  places well W2 W2 SW (1200 FNL, 330 FWL of SW), later card places in SE NE SW (1200 FNL, 320 FEL of SW). Elevation and written description on card: 1/4 mi NW of Salt Springs, matches SE NE SW",NA,1975-07-23,1976-03-04,NA,2010-04-16
"78640",1002917480,"15-073-21507",15073215070000,"DITTE","1-SWD","VIRGIL",37.9845001,-96.0218144,"Calc. from footages",24,"S",13,"E",6,"    SE",660,-2310,"SE","R.E. FRENCH OIL CO.","P J Oil Co.",970," GL",2200,"",NA,NA,NA,"","01-OCT-1979","09-OCT-1979","","02-MAY-2017",NA,NA,NA,NA,"","SWD","Recompleted","On 3 Jan 2008, the KCC changed the number on this well from 2 to 1 SWD. MCM 4 Jan 2008",NA,1979-10-01,1979-10-09,NA,2017-05-02
"80224",1002919083,"15-073-23684",15073236840000,"HULL 'A' & 'B'","SW-2","SALLYARDS",37.8183525,-96.4954775,"Calc. from footages",26,"S",8,"E",2,"  SE SW NE",2945,-1880,"SE","ABDERHALDEN R R","Abderhalden, R. R.",1390," GL",3150,"",NA,NA,NA,"19-NOV-1990","18-DEC-1990","01-JAN-1991","","15-APR-2009",NA,NA,NA,NA,"D26241.0","SWD","Authorized Injection Well","1/1/91  Samples marked #2 Hull A SWD (CUTTINGS WELL_ID=103198)",1990-11-19,1990-12-18,1991-01-01,NA,2009-04-15
"82306",1002921359,"15-079-00944",15079009440000,"WESTERMAN, P.","1","GRABER",38.1728868,-97.4622334,"Calc. from footages",22,"S",1,"W",5,"  NW NW NW",-330,330,"NW","CONTINENTAL OIL","unavailable",1462," DF",3351,"",2,NA,45,"","19-OCT-1935","13-FEB-1936","01-JAN-1966","31-MAY-2012",NA,NA,NA,NA,"","D&A","","well was deepened to SWD 05-23-1936 (DRL 05-31-2012)",NA,1935-10-19,1936-02-13,1966-01-01,2012-05-31
"82826",1002921952,"15-081-30082",15081300820000,"FROMONG","2","VICTORY",37.4440983,-100.9911597,"Calc. from footages",30,"S",34,"W",13,"C   NE NW",4620,-3300,"SE","AMARILLO NTRL GAS ETAL","unavailable",2967," KB",4184,"",NA,NA,NA,"","16-MAR-1966","28-APR-1966","15-APR-1966","29-DEC-2003",1001159348,NA,1001173110,NA,"","O&G-P&A","Plugged and Abandoned","From Donna Dill at the KCC: 15-081-30081-0000 is the Fromong 1 drilled in 1965.  It was reworked as a SWD well in 1983 and called the Fromong 2. There is another Fromong 2 (15-081-30082-0000) drilled in 1966.   MCM 12-29-03",NA,1966-03-16,1966-04-28,1966-04-15,2003-12-29
"83013",1002922156,"15-083-00231",15083002310000,"Schraeder","4","PURDYVILLE",37.9975905,-99.950622,"Calc. from footages",24,"S",24,"W",3," NW SE NW NW",4290,-4290,"SE","M. B. Armer","unavailable",2480," KB",5234,"Mississippian",NA,NA,NA,"","09-AUG-1951","06-SEP-1951","","28-JUL-2016",1001118878,109012,NA,NA,"","OIL","Converted to SWD Well","Well drilled as oil well, card states 2300-3000 BOPD, but at some point was converted to SWD well. Was SWD when plugged by Okmar in 1968. (DS-DRL per KCC 1-14-2013)",NA,1951-08-09,1951-09-06,NA,2016-07-28
"83354",1002922516,"15-083-10290",15083102900000,"Ray Lee","4","HANSTON-OPPY",38.1364982,-99.7454016,"Calc. from footages",22,"S",22,"W",16,"C   NE SW",1980,-3300,"SE","Sunray DX Oil Co.","Oryx Energy Company",2228," KB",4471,"",55,NA,0,"16-NOV-1962","19-NOV-1962","12-FEB-1963","","15-MAR-2017",NA,NA,NA,NA,"","OIL","Converted to SWD Well","The Ray Lee 4 is now a disposal well according to the operator. Greg Bohnenblust, DOR, 02/27/04.",1962-11-16,1962-11-19,1963-02-12,NA,2017-03-15
"83489",1002922658,"15-083-20011",15083200110000,"Springer","4","JETMORE EAST",38.1118134,-99.904491,"Calc. from footages",22,"S",24,"W",25," W2 E2 SW NE",-1980,-1830,"NE","Leben Drilling Co., Inc.","Altman Energy, Inc.",2363," KB",4630,"",NA,NA,NA,"","01-MAY-1967","18-MAY-1967","20-JUL-1990","14-MAR-2010",NA,NA,NA,NA,"D13548.0","SWD-P&A","Plugged and Abandoned","Disposal into Cedar Hill.",NA,1967-05-01,1967-05-18,1990-07-20,2010-03-14
"85639",1002925159,"15-095-00405",15095004050000,"RAGO","1 SWD","Spivey-Grabs-Basil",37.4422559,-98.0796985,"Calc. from footages",30,"S",7,"W",15,"  NW NW NW",5110,-4925,"SE","PHILLIPS PETROLEUM COMPANY","unavailable",1440," DF",5492,"",NA,NA,NA,"","15-MAR-1954","23-APR-1954","12-AUG-1996","12-MAY-2015",NA,NA,NA,NA,"","SWD-P&A","Plugged and Abandoned","Status changed from SWD to CLASS1 per KDHE. (DRL 2-22-2012)",NA,1954-03-15,1954-04-23,1996-08-12,2015-05-12
"91668",1002931723,"15-125-22170",15125221700000,"SHERWIN-WILLIAMS","1","COFFEYVILLE-CHERRYVALE",37.0431358,-95.6454949,"Calc. from footages",34,"S",16,"E",34,"  NW NW SE",2500,-2161,"SE","SHERWIN-WILLIAMS","Sherwin-Williams Chemicals",743," GL",1998,"",NA,NA,NA,"","13-MAR-1979","20-APR-1979","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","Approved Intent to Drill","THIS IS A DISPOSAL WELL (CUTTINGS WELL_ID=19590.) Class I injection well under KDHE authority, previous status changed from SWD to Class I (DRL 4-13-2012)",NA,1979-03-13,1979-04-20,NA,2012-04-13
"91669",1002931724,"15-125-22172",15125221720000,"SHERWIN-WILLIAMS","2","COFFEYVILLE-CHERRYVALE",37.0447598,-95.6459641,"Calc. from footages",34,"S",16,"E",34,"  SW SW NE",3090,-2300,"SE","SHERWIN-WILLIAMS","unavailable",746," GL",2399,"",NA,NA,NA,"","25-JUN-1979","25-AUG-1979","","13-APR-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","Approved Intent to Drill","THIS IS A DISPOSAL WELL (CUTTINGS WELL_ID=19591). Class I injection well under KDHE authority, previous status changed from SWD to Class I (DRL 4-13-2012)",NA,1979-06-25,1979-08-25,NA,2012-04-13
"97602",1002938237,"15-151-00287",15151002870000,"Bucklin","1","CAIRO NORTH",37.6391346,-98.5574876,"Calc. from footages",28,"S",11,"W",6,"C  SE SE NE",2970,-330,"SE","Graham, Messman and Rinehart Oil Co.","unavailable",1753," KB",3037,"",NA,NA,NA,"","09-NOV-1953","07-NOV-1953","07-NOV-1953","31-MAR-2015",1001115349,106510,NA,NA,"","OTHER-P&A(LH)","Plugged and Abandoned","THIS WAS ORIGINALLY A LOST HOLE IN 1954.  IT WAS RE-ENTERED IN 1958 AND WAS CONVERTED TO A SWD WELL. IN 1954 WHEN THIS HOLE WAS LOST, THEY SKIDDED THE RIG AND DRILLED THE BUCKLIN 'A' 1 (15-151-19036).",NA,1953-11-09,1953-11-07,1953-11-07,2015-03-31
"97783",1002938460,"15-151-00493",15151004930000,"Marie G. Stead","2","STEAD",37.7590005,-98.6137138,"Calc. from footages",26,"S",12,"W",27,"  SW NE NE",4290,-990,"SE","Continental Oil Co.","unavailable",1888," KB",4404,"",NA,NA,NA,"06-MAR-1964","21-MAR-1964","03-APR-1964","01-JUL-1965","12-SEP-2014",NA,NA,NA,NA,"","D&A","Converted to SWD Well","changed to SWD later in 1964 as part of workover.",1964-03-06,1964-03-21,1964-04-03,1965-07-01,2014-09-12
"98578",1002939405,"15-155-00390",15155003900000,"HAMILTON","2","UNKNOWN",38.0325855,-97.9731026,"Calc. from footages",23,"S",6,"W",22,"  SE NW SW",1650,-4290,"SE","CITIES SERVICE OIL CO.","unavailable",1553," KB",4750,"",NA,NA,NA,"23-SEP-1962","23-SEP-1962","21-NOV-1962","","16-JUN-2016",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","Authorized Injection Well","Well also known as HAMILTON LP GAS STORAGE 2, and Hamilton D-2(DRL 8-5-2010) Well status changed from SWD to Class I per KDHE records (DRL 5-4-2012)",1962-09-23,1962-09-23,1962-11-21,NA,2016-06-16
"98699",1002939562,"15-155-03189",15155031890000,"GINGERICH","1","UNKNOWN",37.9683754,-97.9477519,"Calc. from footages",24,"S",6,"W",14," SE NW NW NE",-510,-2240,"NE","SINCLAIR OIL & GAS CO","unavailable",1551," DF",4330,"",NA,NA,NA,"","28-MAY-1960","10-AUG-1960","","07-MAY-2012",NA,NA,NA,NA,"","OTHER(CLASS ONE (OLD))","","Changed from SWD to Class 1 per KDHE records. Class I Injection well under authority of KDHE, no API (DRL 5-7-2012)",NA,1960-05-28,1960-08-10,NA,2012-05-07
"100355",1002941435,"15-163-00411",15163004110000,"RAYMOND 'A'","1","COOPER",39.1609255,-99.603706,"Calc. from footages",10,"S",20,"W",30,"  NW NW NW",-330,330,"NW","Jack Heathman","unavailable",2122," KB",3708,"",NA,NA,NA,"","22-JUL-1950","23-AUG-1950","09-MAY-1990","10-OCT-2003",1001118503,108656,NA,NA,"","OIL-P&A","Converted to SWD Well","elog marked Raymond SWD - bm 2/15/01",NA,1950-07-22,1950-08-23,1990-05-09,2003-10-10
"100804",1002941928,"15-163-00872",15163008720000,"MAYHEW","2","MAYHEW",39.2501058,-99.3884346,"Calc. from footages",9,"S",19,"W",24,"C  SE SW SE",330,3300,"SW","OSAGE & TRANS ERA PETROLEUM","unavailable",2189," KB",3635,"",NA,NA,NA,"","09-DEC-1955","24-DEC-1955","26-DEC-1955","02-MAR-2007",NA,NA,NA,NA,"","D&A","Plugged and Abandoned","no indication of SWD or OWWO in top cards or driller s log.  1981 elog lease name: Mayhew 3, best match for location and TD - dm 03-29-2001",NA,1955-12-09,1955-12-24,1955-12-26,2007-03-02
"103366",1002944879,"15-173-00195",15173001950000,"KORBER","1","ULMER SOUTH",37.8241129,-97.2229836,"Calc. from footages",26,"S",2,"E",4,"  NE NW NW",-330,990,"NW","JOE E. NEWMAN","ACME Oil Corporation",1406," DF",3010,"",NA,NA,NA,"","12-JAN-1960","22-JAN-1960","01-JAN-1986","26-FEB-2008",NA,NA,NA,NA,"D08942.0","D&A","","Status changed from SWD, spud date changed from 01 July 1959 and completion date changed from 07 January 1960 per Driller's Log. (DRL 02 2008)",NA,1960-01-12,1960-01-22,1986-01-01,2008-02-26
"104034",1002945846,"15-173-00905",15173009050000,"FEIK","1","EASTBOROUGH NORTH",37.7202679,-97.2248099,"Calc. from quarter calls",27,"S",2,"E",9,"  SW NW NW",NA,NA,"","NATIONAL REFINERY CO.","unavailable",1382," DF",3395,"",NA,NA,NA,"","02-MAY-1939","12-JUN-1939","12-DEC-1939","08-FEB-2008",NA,NA,NA,NA,"D00344.0","SWD-P&A","Plugged and Abandoned","Well was dry and abandoned then converted into SWD by operator. (DRL 02 2008)",NA,1939-05-02,1939-06-12,1939-12-12,2008-02-08
"104844",1002946761,"15-173-03472",15173034720000,"P. F. LYGRISSE 'B'","4","GREENWICH",37.7855374,-97.2053549,"Calc. from footages",26,"S",2,"E",15," SW SE NW SW",1503,-4583,"SE","SHELL PETROLEUM CORPORATION","unavailable",1387," TOPO",2923,"",27.5,NA,NA,"","17-SEP-1929","01-OCT-1929","08-AUG-1936","14-MAY-2008",1001115620,106777,NA,NA,"","OIL-P&A","Plugged and Abandoned","Changed quarter calls from S2 NW SW, completion date from 11-04-1929, and status from SWD per Driller's Log (DRL 03-17-2008)",NA,1929-09-17,1929-10-01,1936-08-08,2008-05-14
